CaseBarcode,CorepackBarcode,OrderId,RequestDate,Core Pack check,Result_DAQ,CH8_V,CH9_V,CH10_V,CH11_V,CH12_V,TempMaxThr,TempMinThr,VoltDiffThr,VoltMaxThr,VoltMinThr,Result_ETEST,ACIR,DCIR,OCVoltage,Ah,PackageTime
FR07254006442,7254006442,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/16 09:51:10
FR07254006443,7254006443,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/18 10:34:53
FR07254006444,7254006444,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/15 14:53:32
FR07254006445,7254006445,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.502,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/26 09:43:44
FR07254006446,7254006446,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/31 17:20:44
FR07254006447,7254006447,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/16 11:14:17
FR07254006448,7254006448,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/18 15:06:33
FR07254006449,7254006449,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/02 10:47:39
FR07254006450,7254006450,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/29 16:17:47
FR07254006451,7254006451,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/22 17:06:37
FR07254006452,7254006452,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/06 13:13:27
FR07254006453,7254006453,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/26 12:08:40
FR07254006454,7254006454,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/02 12:39:22
FR07254006455,7254006455,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/30 09:42:47
FR07254006456,7254006456,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/19 13:28:23
FR07254006457,7254006457,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/24 16:30:24
FR07254006458,7254006458,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/09 16:32:22
FR07254006459,7254006459,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.499,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/19 15:29:51
FR07254006460,7254006460,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/29 10:03:54
FR07254006461,7254006461,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/18 10:16:27
FR07254006462,7254006462,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/24 12:43:38
FR07254006463,7254006463,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/18 13:51:52
FR07254006464,7254006464,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.47,,2025/12/29 15:46:28
FR07254006465,7254006465,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.055,17.48,,2025/12/30 10:37:56
FR07254006466,7254006466,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/29 15:46:36
FR07254006467,7254006467,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/07 17:10:44
FR07254006468,7254006468,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.059,17.49,,2026/01/05 17:17:11
FR07254006469,7254006469,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.503,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/24 16:13:28
FR07254006470,7254006470,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/26 15:59:58
FR07254006471,7254006471,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/24 12:10:45
FR07254006472,7254006472,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/31 13:01:47
FR07254006473,7254006473,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/29 15:05:15
FR07254006474,7254006474,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/08 09:39:32
FR07254006475,7254006475,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.503,3.503,3.502,3.503,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/23 11:14:43
FR07254006476,7254006476,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/18 16:02:18
FR07254006477,7254006477,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2026/01/08 10:23:30
FR07254006478,7254006478,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/18 17:06:39
FR07254006479,7254006479,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.499,3.5,3.501,3.499,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/30 17:16:39
FR07254006480,7254006480,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/18 10:38:02
FR07254006481,7254006481,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/30 14:39:06
FR07254006482,7254006482,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/26 15:43:00
FR07254006483,7254006483,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/15 17:13:09
FR07254006484,7254006484,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/29 12:41:12
FR07254006485,7254006485,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/29 17:21:12
FR07254006486,7254006486,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/17 12:28:17
FR07254006487,7254006487,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/07 09:41:57
FR07254006488,7254006488,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2026/01/08 10:57:52
FR07254006489,7254006489,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2026/01/08 11:22:41
FR07254006490,7254006490,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.503,3.503,3.502,3.503,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/02 16:50:23
FR07254006491,7254006491,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/08 12:14:53
FR07254006492,7254006492,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/23 12:01:17
FR07254006493,7254006493,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/17 12:59:11
FR07254006494,7254006494,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.503,3.502,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/18 10:21:15
FR07254006495,7254006495,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/24 10:54:07
FR07254006496,7254006496,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2026/01/02 10:57:28
FR07254006497,7254006497,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/09 13:20:25
FR07254006498,7254006498,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/15 11:25:40
FR07254006499,7254006499,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.503,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/08 16:26:12
FR07254006500,7254006500,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2025/12/26 09:58:48
FR07254006501,7254006501,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/31 15:56:05
FR07254006502,7254006502,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/24 15:05:53
FR07254006503,7254006503,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/05 12:22:36
FR07254006504,7254006504,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2025/12/30 13:09:04
FR07254006505,7254006505,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/16 12:16:54
FR07254006506,7254006506,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/09 10:00:18
FR07254006507,7254006507,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/26 10:02:48
FR07254006508,7254006508,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/29 17:10:17
FR07254006509,7254006509,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/18 16:31:16
FR07254006510,7254006510,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/15 12:44:27
FR07254006511,7254006511,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/09 12:38:08
FR07254006512,7254006512,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2026/01/05 17:20:59
FR07254006513,7254006513,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/07 17:08:20
FR07254006514,7254006514,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/09 10:28:21
FR07254006515,7254006515,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.5,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/06 17:00:58
FR07254006516,7254006516,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/24 16:08:51
FR07254006517,7254006517,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2026/01/06 15:08:08
FR07254006518,7254006518,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/22 11:26:22
FR07254006519,7254006519,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/16 14:48:29
FR07254006520,7254006520,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/18 11:36:38
FR07254006521,7254006521,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/24 17:15:32
FR07254006522,7254006522,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/18 13:02:43
FR07254006523,7254006523,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/22 11:49:54
FR07254006524,7254006524,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/09 16:24:17
FR07254006525,7254006525,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/05 17:16:04
FR07254006526,7254006526,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/26 15:36:50
FR07254006527,7254006527,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/19 13:55:53
FR07254006528,7254006528,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/24 13:25:10
FR07254006529,7254006529,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/15 17:26:05
FR07254006530,7254006530,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,,2025/12/15 17:20:33
FR07254006531,7254006531,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/18 10:47:22
FR07254006532,7254006532,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/23 14:44:49
FR07254006533,7254006533,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/23 13:25:23
FR07254006534,7254006534,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/07 12:48:42
FR07254006535,7254006535,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2026/01/05 17:13:47
FR07254006536,7254006536,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/17 17:10:22
FR07254006537,7254006537,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.47,,2026/01/08 09:48:48
FR07254006538,7254006538,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.055,17.48,,2025/12/24 13:04:38
FR07254006539,7254006539,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/02 13:33:37
FR07254006540,7254006540,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/05 14:45:23
FR07254006541,7254006541,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.059,17.49,,2025/12/30 17:11:03
FR07254006542,7254006542,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/02 14:45:32
FR07254006543,7254006543,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/15 17:13:22
FR07254006544,7254006544,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/31 09:33:38
FR07254006545,7254006545,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.49,,2025/12/26 16:24:29
FR07254006546,7254006546,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.5,3.5,3.502,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/15 12:18:26
FR07254006547,7254006547,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/31 11:15:44
FR07254006548,7254006548,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.499,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/07 14:29:28
FR07254006549,7254006549,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/17 15:38:56
FR07254006550,7254006550,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.503,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2026/01/05 15:12:00
FR07254006551,7254006551,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2026/01/06 15:41:16
FR07254006552,7254006552,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/15 17:24:07
FR07254006553,7254006553,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/07 14:41:57
FR07254006554,7254006554,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/31 13:37:59
FR07254006555,7254006555,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/08 09:38:43
FR07254006556,7254006556,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.499,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/18 16:39:43
FR07254006557,7254006557,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 11:49:18
FR07254006558,7254006558,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2026/01/02 09:49:53
FR07254006559,7254006559,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/17 14:11:45
FR07254006560,7254006560,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.503,3.502,3.503,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/31 14:51:45
FR07254006561,7254006561,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/17 14:39:24
FR07254006562,7254006562,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/23 16:02:35
FR07254006563,7254006563,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/18 10:47:42
FR07254006564,7254006564,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2026/01/05 12:56:11
FR07254006565,7254006565,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/26 10:31:26
FR07254006566,7254006566,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/02 09:38:09
FR07254006567,7254006567,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/06 12:39:07
FR07254006568,7254006568,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/23 13:52:21
FR07254006569,7254006569,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2026/01/08 16:41:22
FR07254006570,7254006570,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/16 13:43:04
FR07254006571,7254006571,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/19 16:39:06
FR07254006572,7254006572,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.501,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/22 17:16:31
FR07254006573,7254006573,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/16 14:04:35
FR07254006574,7254006574,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/29 11:43:16
FR07254006575,7254006575,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/22 09:35:35
FR07254006576,7254006576,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,,2025/12/19 10:28:15
FR07254006577,7254006577,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/26 14:46:58
FR07254006578,7254006578,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.502,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/19 15:35:06
FR07254006579,7254006579,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/19 13:55:16
FR07254006580,7254006580,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.502,3.503,3.502,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2025/12/17 16:01:59
